driver_id,driver_name,city,total_rides,total_earnings,avg_fare_per_ride,total_hours_online,rides_per_hour
D2122,Driver_2122,Delhi,16,1263.6,78.98,160.0,0.1
D2464,Driver_2464,Mumbai,10,1137.15,113.72,70.0,0.14
D4382,Driver_4382,Hyderabad,16,1015.92,63.5,128.0,0.13
D1989,Driver_1989,Chennai,40,4388.16,109.7,270.0,0.15
D1125,Driver_1125,Delhi,77,3942.4,51.2,561.0,0.14
D925,Driver_925,Hyderabad,39,2719.62,69.73,325.0,0.12
D3616,Driver_3616,Hyderabad,24,2322.48,96.77,176.0,0.14
D3243,Driver_3243,Chennai,16,1674.04,104.63,136.0,0.12
D348,Driver_348,Chennai,52,10297.4,198.03,377.0,0.14
D2169,Driver_2169,Hyderabad,24,3459.98,144.17,228.0,0.11
D23,Driver_23,Chennai,36,4746.69,131.85,228.0,0.16
D3448,Driver_3448,Delhi,20,1068.0,53.4,140.0,0.14
D2252,Driver_2252,Mumbai,20,1302.6,65.13,160.0,0.13
D1637,Driver_1637,Bangalore,60,7372.02,122.87,430.0,0.14
D3110,Driver_3110,Hyderabad,32,3533.68,110.43,240.0,0.13
D3381,Driver_3381,Chennai,16,2364.66,147.79,96.0,0.17
D1603,Driver_1603,Chennai,54,8755.38,162.14,495.0,0.11
D21,Driver_21,Mumbai,11,837.15,76.1,55.0,0.2
D2680,Driver_2680,Bangalore,33,4386.9,132.94,198.0,0.17
D2910,Driver_2910,Chennai,20,2667.3,133.37,150.0,0.13
D3942,Driver_3942,Mumbai,25,3099.0,123.96,170.0,0.15
D2223,Driver_2223,Bangalore,24,3220.56,134.19,216.0,0.11
D4989,Driver_4989,Chennai,6,321.49,53.58,30.0,0.2
D113,Driver_113,Delhi,22,958.4,43.56,231.0,0.1
D2423,Driver_2423,Chennai,48,5112.12,106.5,372.0,0.13
D4034,Driver_4034,Chennai,45,5902.75,131.17,315.0,0.14
D129,Driver_129,Delhi,40,1480.4,37.01,280.0,0.14
D2424,Driver_2424,Hyderabad,7,530.17,75.74,42.0,0.17
D4182,Driver_4182,Chennai,55,7866.0,143.02,374.0,0.15
D673,Driver_673,Chennai,10,1439.04,143.9,90.0,0.11
D3638,Driver_3638,Delhi,26,1459.6,56.14,169.0,0.15
D4364,Driver_4364,Chennai,36,5253.21,145.92,300.0,0.12
D619,Driver_619,Delhi,44,1659.6,37.72,341.0,0.13
D472,Driver_472,Chennai,18,2327.78,129.32,189.0,0.1
D1758,Driver_1758,Hyderabad,11,816.5,74.23,99.0,0.11
D2005,Driver_2005,Hyderabad,60,3048.65,50.81,420.0,0.14
D1061,Driver_1061,Bangalore,15,2782.2,185.48,130.0,0.12
D2819,Driver_2819,Mumbai,48,2170.56,45.22,396.0,0.12
D162,Driver_162,Hyderabad,16,1457.28,91.08,64.0,0.25
D3995,Driver_3995,Bangalore,27,4508.67,166.99,189.0,0.14
D4392,Driver_4392,Mumbai,32,2358.72,73.71,240.0,0.13
D4195,Driver_4195,Delhi,12,558.2,46.52,96.0,0.13
D3473,Driver_3473,Hyderabad,16,1201.32,75.08,152.0,0.11
D2703,Driver_2703,Mumbai,28,1688.16,60.29,224.0,0.13
D1471,Driver_1471,Mumbai,21,1841.85,87.71,203.0,0.1
D959,Driver_959,Hyderabad,18,2086.23,115.9,132.0,0.14
D465,Driver_465,Hyderabad,60,6482.3,108.04,492.0,0.12
D3420,Driver_3420,Chennai,90,8187.84,90.98,630.0,0.14
D616,Driver_616,Bangalore,20,3511.5,175.58,148.0,0.14
D3571,Driver_3571,Bangalore,15,1350.7,90.05,111.0,0.14
D4386,Driver_4386,Hyderabad,36,3097.2,86.03,225.0,0.16
D1395,Driver_1395,Hyderabad,11,779.94,70.9,121.0,0.09
D1584,Driver_1584,Chennai,12,1245.03,103.75,120.0,0.1
D1636,Driver_1636,Delhi,13,1011.5,77.81,,
D2370,Driver_2370,Delhi,14,340.34,24.31,98.0,0.14
D2162,Driver_2162,Hyderabad,40,4224.76,105.62,320.0,0.13
D657,Driver_657,Mumbai,24,1311.84,54.66,192.0,0.13
D578,Driver_578,Chennai,14,1010.36,72.17,56.0,0.25
D1088,Driver_1088,Mumbai,42,1488.96,35.45,322.0,0.13
D1089,Driver_1089,Mumbai,55,3145.2,57.19,429.0,0.13
D4293,Driver_4293,Chennai,72,8918.64,123.87,639.0,0.11
D3382,Driver_3382,Delhi,10,554.1,55.41,60.0,0.17
D2982,Driver_2982,Mumbai,30,2493.0,83.1,240.0,0.13
D4802,Driver_4802,Hyderabad,18,1809.86,100.55,153.0,0.12
D839,Driver_839,Mumbai,7,769.8,109.97,,
D2270,Driver_2270,Chennai,36,6194.7,172.08,216.0,0.17
D2449,Driver_2449,Mumbai,20,995.7,49.79,130.0,0.15
D2401,Driver_2401,Delhi,15,738.53,49.24,90.0,0.17
D4162,Driver_4162,Bangalore,5,670.98,134.2,50.0,0.1
D2754,Driver_2754,Hyderabad,22,2446.76,111.22,209.0,0.11
D3764,Driver_3764,Hyderabad,11,847.38,77.03,,
D524,Driver_524,Chennai,30,3704.64,123.49,240.0,0.13
D3062,Driver_3062,Delhi,24,994.76,41.45,156.0,0.15
D3195,Driver_3195,Mumbai,9,801.24,89.03,54.0,0.17
D202,Driver_202,Mumbai,22,1502.1,68.28,198.0,0.11
D284,Driver_284,Chennai,33,3401.7,103.08,253.0,0.13
D4391,Driver_4391,Hyderabad,12,824.09,68.67,,
D2313,Driver_2313,Bangalore,52,7530.04,144.81,338.0,0.15
D1556,Driver_1556,Bangalore,18,2682.72,149.04,144.0,0.13
D2009,Driver_2009,Chennai,40,3833.6,95.84,300.0,0.13
D2505,Driver_2505,Delhi,16,969.9,60.62,144.0,0.11
D402,Driver_402,Bangalore,5,371.51,74.3,55.0,0.09
D2934,Driver_2934,Delhi,6,371.3,61.88,,
D2341,Driver_2341,Mumbai,54,4950.0,91.67,540.0,0.1
D3089,Driver_3089,Chennai,26,3781.18,145.43,195.0,0.13
D4028,Driver_4028,Mumbai,48,1272.48,26.51,336.0,0.14
D1732,Driver_1732,Delhi,9,720.0,80.0,60.0,0.15
D4226,Driver_4226,Delhi,50,2550.5,51.01,380.0,0.13
D3817,Driver_3817,Chennai,13,1873.16,144.09,52.0,0.25
D1131,Driver_1131,Hyderabad,24,916.98,38.21,156.0,0.15
D808,Driver_808,Bangalore,35,2310.0,66.0,294.0,0.12
D3873,Driver_3873,Bangalore,6,837.0,139.5,,
D939,Driver_939,Hyderabad,66,7258.44,109.98,429.0,0.15
D2902,Driver_2902,Bangalore,16,1706.62,106.66,176.0,0.09
D387,Driver_387,Hyderabad,26,1585.38,60.98,208.0,0.13
D3166,Driver_3166,Chennai,26,3151.14,121.2,130.0,0.2
D4120,Driver_4120,Mumbai,39,4076.1,104.52,286.0,0.14
D1806,Driver_1806,Chennai,12,1369.18,114.1,114.0,0.11
D2895,Driver_2895,Chennai,24,2345.28,97.72,160.0,0.15
D3762,Driver_3762,Mumbai,18,1671.84,92.88,138.0,0.13
D1325,Driver_1325,Bangalore,24,3102.84,129.29,176.0,0.14
D3347,Driver_3347,Hyderabad,18,802.72,44.6,144.0,0.13
D2318,Driver_2318,Hyderabad,36,2986.32,82.95,282.0,0.13
D2266,Driver_2266,Bangalore,18,1742.16,96.79,114.0,0.16
D96,Driver_96,Delhi,10,523.4,52.34,100.0,0.1
D2851,Driver_2851,Delhi,15,840.2,56.01,60.0,0.25
D4008,Driver_4008,Mumbai,36,3442.05,95.61,240.0,0.15
D3002,Driver_3002,Chennai,48,6843.76,142.58,384.0,0.13
D2654,Driver_2654,Mumbai,24,1449.45,60.39,144.0,0.17
D1140,Driver_1140,Bangalore,12,1398.25,116.52,48.0,0.25
D4726,Driver_4726,Hyderabad,24,1797.45,74.89,112.0,0.21
D3742,Driver_3742,Chennai,16,2030.0,126.88,120.0,0.13
D2289,Driver_2289,Hyderabad,66,4556.16,69.03,506.0,0.13
D4988,Driver_4988,Mumbai,24,2578.2,107.43,180.0,0.13
D2620,Driver_2620,Delhi,33,1576.2,47.76,275.0,0.12
D2997,Driver_2997,Delhi,60,3603.6,60.06,330.0,0.18
D1832,Driver_1832,Chennai,35,4202.9,120.08,217.0,0.16
D4815,Driver_4815,Bangalore,10,1196.68,119.67,60.0,0.17
D1240,Driver_1240,Mumbai,48,2423.88,50.5,352.0,0.14
D4204,Driver_4204,Chennai,52,5933.4,114.1,403.0,0.13
D540,Driver_540,Chennai,10,1113.28,111.33,90.0,0.11
D535,Driver_535,Delhi,21,1552.59,73.93,161.0,0.13
D2340,Driver_2340,Chennai,21,2309.76,109.99,182.0,0.12
D867,Driver_867,Hyderabad,33,1888.17,57.22,275.0,0.12
D1346,Driver_1346,Bangalore,36,6645.54,184.6,300.0,0.12
D350,Driver_350,Mumbai,26,2130.6,81.95,208.0,0.13
D4108,Driver_4108,Bangalore,39,5358.87,137.41,299.0,0.13
D2143,Driver_2143,Mumbai,11,492.6,44.78,110.0,0.1
D4479,Driver_4479,Hyderabad,13,1134.33,87.26,130.0,0.1
D3122,Driver_3122,Bangalore,7,992.4,141.77,,
D1589,Driver_1589,Delhi,16,1174.0,73.38,108.0,0.15
D55,Driver_55,Delhi,56,1391.6,24.85,456.0,0.12
D3785,Driver_3785,Chennai,39,6500.61,166.68,325.0,0.12
D3943,Driver_3943,Delhi,65,3580.0,55.08,494.0,0.13
D1863,Driver_1863,Chennai,28,3134.88,111.96,203.0,0.14
D3183,Driver_3183,Bangalore,4,748.6,187.15,16.0,0.25
D3966,Driver_3966,Bangalore,48,8663.92,180.5,396.0,0.12
D2227,Driver_2227,Chennai,10,1366.89,136.69,70.0,0.14
D2469,Driver_2469,Bangalore,35,5504.35,157.27,252.0,0.14
D1183,Driver_1183,Chennai,36,3680.24,102.23,207.0,0.17
D289,Driver_289,Chennai,24,1686.4,70.27,186.0,0.13
D1549,Driver_1549,Mumbai,42,3889.35,92.6,210.0,0.2
D2356,Driver_2356,Chennai,28,2957.24,105.62,266.0,0.11
D3610,Driver_3610,Chennai,25,1594.4,63.78,170.0,0.15
D3750,Driver_3750,Hyderabad,112,9658.32,86.24,784.0,0.14
D37,Driver_37,Bangalore,45,6051.95,134.49,324.0,0.14
D1656,Driver_1656,Mumbai,14,1522.56,108.75,112.0,0.13
D2036,Driver_2036,Delhi,52,1549.6,29.8,390.0,0.13
D147,Driver_147,Chennai,40,3260.5,81.51,320.0,0.13
D846,Driver_846,Bangalore,10,742.05,74.21,60.0,0.17
D4244,Driver_4244,Bangalore,16,1673.84,104.62,112.0,0.14
D4220,Driver_4220,Mumbai,60,4510.2,75.17,408.0,0.15
D2176,Driver_2176,Delhi,30,2301.3,76.71,220.0,0.14
D1445,Driver_1445,Bangalore,27,3836.13,142.08,252.0,0.11
D1862,Driver_1862,Hyderabad,21,1971.84,93.9,147.0,0.14
D1321,Driver_1321,Hyderabad,26,1735.14,66.74,208.0,0.13
D3087,Driver_3087,Delhi,45,1720.29,38.23,420.0,0.11
D46,Driver_46,Hyderabad,12,754.18,62.85,,
D2229,Driver_2229,Chennai,24,3170.74,132.11,132.0,0.18
D2863,Driver_2863,Bangalore,39,5441.4,139.52,273.0,0.14
D240,Driver_240,Hyderabad,8,194.58,24.32,,
D1327,Driver_1327,Chennai,18,2515.86,139.77,114.0,0.16
D2658,Driver_2658,Mumbai,21,2328.75,110.89,161.0,0.13
D1514,Driver_1514,Delhi,20,1500.2,75.01,170.0,0.12
D2871,Driver_2871,Chennai,7,555.1,79.3,28.0,0.25
D3292,Driver_3292,Mumbai,20,1217.7,60.89,160.0,0.13
D3474,Driver_3474,Mumbai,22,1713.3,77.88,132.0,0.17
D4459,Driver_4459,Bangalore,10,1640.93,164.09,100.0,0.1
D2976,Driver_2976,Mumbai,48,4199.04,87.48,336.0,0.14
D1768,Driver_1768,Hyderabad,24,2309.86,96.24,156.0,0.15
D4281,Driver_4281,Hyderabad,36,3478.65,96.63,216.0,0.17
D3128,Driver_3128,Mumbai,60,4923.6,82.06,456.0,0.13
D4524,Driver_4524,Delhi,48,3248.1,67.67,464.0,0.1
D1516,Driver_1516,Bangalore,12,1671.84,139.32,96.0,0.13
D3983,Driver_3983,Chennai,84,10114.09,120.41,648.0,0.13
D739,Driver_739,Delhi,48,2475.3,51.57,448.0,0.11
D4890,Driver_4890,Bangalore,55,5935.4,107.92,484.0,0.11
D2817,Driver_2817,Delhi,64,2946.0,46.03,576.0,0.11
D2306,Driver_2306,Delhi,28,1257.8,44.92,168.0,0.17
D2097,Driver_2097,Mumbai,64,5745.12,89.77,544.0,0.12
D999,Driver_999,Mumbai,27,1956.6,72.47,171.0,0.16
D2411,Driver_2411,Mumbai,21,1957.68,93.22,196.0,0.11
D99,Driver_99,Delhi,42,2508.48,59.73,280.0,0.15
D3596,Driver_3596,Hyderabad,44,2362.16,53.69,341.0,0.13
D251,Driver_251,Hyderabad,9,769.1,85.46,81.0,0.11
D1683,Driver_1683,Mumbai,30,3403.8,113.46,210.0,0.14
D188,Driver_188,Chennai,40,6142.75,153.57,272.0,0.15
D2427,Driver_2427,Bangalore,36,5076.2,141.01,324.0,0.11
D4497,Driver_4497,Delhi,24,1073.4,44.73,180.0,0.13
D1245,Driver_1245,Mumbai,24,1272.0,53.0,186.0,0.13
D275,Driver_275,Hyderabad,88,7760.16,88.18,605.0,0.15
D4369,Driver_4369,Delhi,6,203.84,33.97,42.0,0.14
D3504,Driver_3504,Hyderabad,45,3348.95,74.42,306.0,0.15
D3197,Driver_3197,Chennai,44,2930.28,66.6,308.0,0.14
D601,Driver_601,Mumbai,48,4103.04,85.48,378.0,0.13
D3831,Driver_3831,Bangalore,20,3063.26,153.16,130.0,0.15
D1364,Driver_1364,Bangalore,9,1055.14,117.24,,
D3958,Driver_3958,Hyderabad,14,1230.48,87.89,112.0,0.13
D3552,Driver_3552,Bangalore,75,13268.4,176.91,645.0,0.12
D3771,Driver_3771,Delhi,48,2437.2,50.78,372.0,0.13
D3916,Driver_3916,Delhi,56,5334.68,95.26,392.0,0.14
D2541,Driver_2541,Mumbai,30,2488.5,82.95,270.0,0.11
D3583,Driver_3583,Delhi,9,450.1,50.01,,
D1443,Driver_1443,Hyderabad,22,2124.28,96.56,231.0,0.1
D4458,Driver_4458,Mumbai,44,1668.6,37.92,231.0,0.19
D3310,Driver_3310,Hyderabad,40,1979.65,49.49,264.0,0.15
D1624,Driver_1624,Chennai,15,1430.3,95.35,75.0,0.2
D3001,Driver_3001,Chennai,24,3532.92,147.21,168.0,0.14
D1374,Driver_1374,Chennai,30,5103.75,170.13,230.0,0.13
D1385,Driver_1385,Chennai,8,789.69,98.71,64.0,0.13
D2952,Driver_2952,Mumbai,28,2969.1,106.04,238.0,0.12
D4617,Driver_4617,Bangalore,11,1197.14,108.83,44.0,0.25
D3662,Driver_3662,Hyderabad,13,909.98,70.0,117.0,0.11
D262,Driver_262,Hyderabad,48,3600.92,75.02,408.0,0.12
D1038,Driver_1038,Delhi,30,1896.96,63.23,200.0,0.15
D2546,Driver_2546,Bangalore,8,925.06,115.63,88.0,0.09
D3912,Driver_3912,Hyderabad,60,3397.12,56.62,420.0,0.14
D1909,Driver_1909,Delhi,7,503.23,71.89,,
D4041,Driver_4041,Bangalore,60,11287.02,188.12,500.0,0.12
D1990,Driver_1990,Hyderabad,13,921.96,70.92,65.0,0.2
D4784,Driver_4784,Mumbai,12,930.45,77.54,120.0,0.1
D1557,Driver_1557,Mumbai,12,517.95,43.16,60.0,0.2
D4562,Driver_4562,Chennai,65,9340.0,143.69,390.0,0.17
D898,Driver_898,Chennai,48,6241.2,130.03,408.0,0.12
D4967,Driver_4967,Hyderabad,10,849.95,85.0,90.0,0.11
D2298,Driver_2298,Delhi,90,5158.8,57.32,670.0,0.13
D4732,Driver_4732,Mumbai,28,1828.8,65.31,189.0,0.15
D1967,Driver_1967,Hyderabad,16,988.8,61.8,88.0,0.18
D1067,Driver_1067,Hyderabad,15,743.13,49.54,105.0,0.14
D4647,Driver_4647,Mumbai,16,1374.0,85.88,152.0,0.11
D2708,Driver_2708,Mumbai,9,943.5,104.83,45.0,0.2
D1289,Driver_1289,Chennai,8,1074.43,134.3,88.0,0.09
D3801,Driver_3801,Chennai,35,4404.1,125.83,322.0,0.11
D1427,Driver_1427,Chennai,100,8861.45,88.61,800.0,0.13
D2706,Driver_2706,Bangalore,24,1514.31,63.1,168.0,0.14
D3753,Driver_3753,Hyderabad,21,2190.78,104.32,196.0,0.11
D4215,Driver_4215,Delhi,11,676.7,61.52,77.0,0.14
D338,Driver_338,Hyderabad,22,2256.28,102.56,132.0,0.17
D4594,Driver_4594,Mumbai,32,2089.2,65.29,208.0,0.15
D2886,Driver_2886,Bangalore,24,3258.82,135.78,144.0,0.17
D4495,Driver_4495,Delhi,44,3762.0,85.5,275.0,0.16
D2944,Driver_2944,Mumbai,30,2635.8,87.86,225.0,0.13
D1488,Driver_1488,Bangalore,60,9317.1,155.29,570.0,0.11
D482,Driver_482,Mumbai,24,1180.44,49.19,176.0,0.14
D4555,Driver_4555,Mumbai,60,3674.7,61.25,400.0,0.15
D3928,Driver_3928,Delhi,15,288.6,19.24,60.0,0.25
D1645,Driver_1645,Delhi,32,2550.8,79.71,192.0,0.17
D3934,Driver_3934,Chennai,78,9214.74,118.14,559.0,0.14
D2228,Driver_2228,Chennai,60,8805.9,146.77,480.0,0.13
D1991,Driver_1991,Mumbai,54,3301.92,61.15,450.0,0.12
D3011,Driver_3011,Delhi,11,1411.41,128.31,,
D2578,Driver_2578,Mumbai,22,1226.4,55.75,220.0,0.1
D4639,Driver_4639,Mumbai,12,1166.64,97.22,72.0,0.17
D1095,Driver_1095,Delhi,16,679.0,42.44,,
D2671,Driver_2671,Chennai,70,6036.85,86.24,518.0,0.14
D247,Driver_247,Chennai,45,7000.65,155.57,405.0,0.11
D4313,Driver_4313,Bangalore,7,798.87,114.12,,
D297,Driver_297,Chennai,24,2197.52,91.56,222.0,0.11
D2019,Driver_2019,Mumbai,55,3713.4,67.52,462.0,0.12
D3778,Driver_3778,Bangalore,20,2919.37,145.97,80.0,0.25
D766,Driver_766,Mumbai,39,3190.95,81.82,338.0,0.12
D4664,Driver_4664,Bangalore,16,2514.41,157.15,,
D1509,Driver_1509,Delhi,7,663.26,94.75,49.0,0.14
D2591,Driver_2591,Bangalore,9,1498.62,166.51,87.0,0.1
D1468,Driver_1468,Bangalore,52,5827.28,112.06,429.0,0.12
D4675,Driver_4675,Bangalore,30,4065.3,135.51,315.0,0.1
D3511,Driver_3511,Bangalore,9,1388.07,154.23,90.0,0.1
D4824,Driver_4824,Mumbai,42,3207.6,76.37,350.0,0.12
D1101,Driver_1101,Hyderabad,18,576.38,32.02,171.0,0.11
D707,Driver_707,Hyderabad,28,1774.2,63.36,196.0,0.14
D291,Driver_291,Mumbai,40,2762.4,69.06,260.0,0.15
D4150,Driver_4150,Mumbai,11,787.05,71.55,44.0,0.25
D2291,Driver_2291,Bangalore,21,2112.24,100.58,161.0,0.13
D953,Driver_953,Hyderabad,30,1115.07,37.17,250.0,0.12
D1444,Driver_1444,Chennai,36,3894.04,108.17,288.0,0.13
D4229,Driver_4229,Delhi,28,1733.42,61.91,280.0,0.1
D3923,Driver_3923,Mumbai,27,3025.8,112.07,180.0,0.15
D380,Driver_380,Bangalore,48,6352.56,132.35,288.0,0.17
D3744,Driver_3744,Mumbai,60,5555.25,92.59,420.0,0.14
D4473,Driver_4473,Mumbai,39,4059.9,104.1,234.0,0.17
D4453,Driver_4453,Hyderabad,8,417.79,52.22,32.0,0.25
D4515,Driver_4515,Mumbai,27,2318.76,85.88,216.0,0.13
D3719,Driver_3719,Hyderabad,10,1224.95,122.5,70.0,0.14
D444,Driver_444,Bangalore,60,11744.4,195.74,460.0,0.13
D845,Driver_845,Chennai,39,4911.87,125.95,312.0,0.13
D2244,Driver_2244,Chennai,16,2245.8,140.36,144.0,0.11
D2802,Driver_2802,Delhi,11,670.0,60.91,55.0,0.2
D3956,Driver_3956,Bangalore,42,7092.24,168.86,364.0,0.12
D4942,Driver_4942,Chennai,7,527.67,75.38,77.0,0.09
D32,Driver_32,Hyderabad,14,832.6,59.47,,
D1322,Driver_1322,Delhi,64,3275.48,51.18,480.0,0.13
D2133,Driver_2133,Mumbai,32,1065.6,33.3,320.0,0.1
D4266,Driver_4266,Mumbai,28,1794.24,64.08,182.0,0.15
D4592,Driver_4592,Bangalore,50,7497.15,149.94,390.0,0.13
D4543,Driver_4543,Hyderabad,24,3172.0,132.17,156.0,0.15
D3288,Driver_3288,Hyderabad,48,4256.68,88.68,408.0,0.12
D3025,Driver_3025,Bangalore,60,9282.18,154.7,520.0,0.12
D3573,Driver_3573,Chennai,7,885.98,126.57,77.0,0.09
D2279,Driver_2279,Chennai,20,2878.26,143.91,100.0,0.2
D4299,Driver_4299,Mumbai,21,1214.28,57.82,133.0,0.16
D566,Driver_566,Chennai,7,1069.88,152.84,,
D3985,Driver_3985,Bangalore,65,7737.4,119.04,403.0,0.16
D1455,Driver_1455,Chennai,48,6037.92,125.79,396.0,0.12
D4817,Driver_4817,Chennai,10,1085.69,108.57,100.0,0.1
D2717,Driver_2717,Mumbai,6,274.32,45.72,44.0,0.14
D689,Driver_689,Delhi,14,1033.76,73.84,140.0,0.1
D3163,Driver_3163,Chennai,55,5243.0,95.33,374.0,0.15
D1414,Driver_1414,Bangalore,40,7347.0,183.68,336.0,0.12
D393,Driver_393,Bangalore,40,6709.56,167.74,350.0,0.11
D1577,Driver_1577,Bangalore,24,4287.21,178.63,160.0,0.15
D2107,Driver_2107,Delhi,20,2395.38,119.77,140.0,0.14
D2033,Driver_2033,Chennai,52,5037.52,96.88,416.0,0.13
D2823,Driver_2823,Bangalore,3,436.0,145.33,15.0,0.2
D2191,Driver_2191,Bangalore,36,5715.6,158.77,276.0,0.13
D3270,Driver_3270,Chennai,28,3593.6,128.34,238.0,0.12
D3833,Driver_3833,Delhi,14,982.2,70.16,,
D4858,Driver_4858,Delhi,52,2104.8,40.48,351.0,0.15
D1270,Driver_1270,Chennai,36,5360.97,148.92,276.0,0.13
D3697,Driver_3697,Mumbai,24,1167.12,48.63,264.0,0.09
D2241,Driver_2241,Delhi,21,1054.5,50.21,126.0,0.17
D2324,Driver_2324,Mumbai,12,936.96,78.08,120.0,0.1
D634,Driver_634,Delhi,10,746.8,74.68,75.0,0.13
D3500,Driver_3500,Delhi,20,1117.2,55.86,140.0,0.14
D764,Driver_764,Chennai,60,8281.86,138.03,490.0,0.12
D4658,Driver_4658,Hyderabad,44,3425.44,77.85,275.0,0.16
D1776,Driver_1776,Mumbai,36,2349.6,65.27,261.0,0.14
D1457,Driver_1457,Hyderabad,11,896.67,81.52,77.0,0.14
D976,Driver_976,Hyderabad,12,994.65,82.89,64.0,0.19
D88,Driver_88,Chennai,55,4167.8,75.78,418.0,0.13
D4375,Driver_4375,Mumbai,18,1462.8,81.27,144.0,0.13
D712,Driver_712,Chennai,22,2598.38,118.11,121.0,0.18
D3561,Driver_3561,Mumbai,20,2076.0,103.8,160.0,0.13
D3305,Driver_3305,Delhi,22,1861.34,84.61,176.0,0.13
D3986,Driver_3986,Chennai,24,3513.9,146.41,184.0,0.13
D1831,Driver_1831,Delhi,24,1497.2,62.38,120.0,0.2
D1059,Driver_1059,Mumbai,13,1199.4,92.26,52.0,0.25
D1185,Driver_1185,Bangalore,12,1222.71,101.89,120.0,0.1
D2801,Driver_2801,Bangalore,42,5673.06,135.07,392.0,0.11
D3946,Driver_3946,Delhi,16,814.4,50.9,88.0,0.18
D3003,Driver_3003,Delhi,8,436.9,54.61,,
D235,Driver_235,Delhi,60,2853.6,47.56,460.0,0.13
D2598,Driver_2598,Hyderabad,11,861.69,78.34,,
D4060,Driver_4060,Delhi,13,932.5,71.73,,
D341,Driver_341,Bangalore,30,4000.12,133.34,195.0,0.15
D154,Driver_154,Delhi,35,1865.5,53.3,231.0,0.15
D1680,Driver_1680,Chennai,15,2388.39,159.23,125.0,0.12
D631,Driver_631,Chennai,85,11409.4,134.23,629.0,0.14
D2569,Driver_2569,Chennai,51,4850.43,95.11,459.0,0.11
D1578,Driver_1578,Chennai,12,993.85,82.82,84.0,0.14
D441,Driver_441,Delhi,36,2085.6,57.93,234.0,0.15
D1251,Driver_1251,Chennai,30,3740.5,124.68,276.0,0.11
D1352,Driver_1352,Chennai,7,935.28,133.61,,
D1330,Driver_1330,Hyderabad,44,5029.16,114.3,385.0,0.11
D2219,Driver_2219,Mumbai,36,3232.8,89.8,279.0,0.13
D3843,Driver_3843,Delhi,90,5146.2,57.18,600.0,0.15
D3260,Driver_3260,Hyderabad,27,2167.2,80.27,234.0,0.12
D2086,Driver_2086,Bangalore,9,1813.57,201.51,54.0,0.17
D4129,Driver_4129,Hyderabad,18,1340.2,74.46,135.0,0.13
D1243,Driver_1243,Hyderabad,6,561.08,93.51,66.0,0.09
D1564,Driver_1564,Chennai,84,13744.5,163.63,612.0,0.14
D2543,Driver_2543,Hyderabad,20,995.42,49.77,210.0,0.1
D3768,Driver_3768,Bangalore,36,6245.4,173.48,336.0,0.11
D4899,Driver_4899,Mumbai,24,2790.45,116.27,160.0,0.15
D3601,Driver_3601,Delhi,72,6207.24,86.21,528.0,0.14
D3587,Driver_3587,Mumbai,11,443.52,40.32,77.0,0.14
D2407,Driver_2407,Chennai,14,1556.22,111.16,84.0,0.17
D1795,Driver_1795,Mumbai,20,1584.0,79.2,130.0,0.15
D3755,Driver_3755,Mumbai,20,1113.12,55.66,150.0,0.13
D3699,Driver_3699,Hyderabad,30,3210.75,107.03,280.0,0.11
D4477,Driver_4477,Bangalore,13,1617.74,124.44,130.0,0.1
D1040,Driver_1040,Hyderabad,45,3049.41,67.76,285.0,0.16
D3112,Driver_3112,Bangalore,18,2988.36,166.02,126.0,0.14
D528,Driver_528,Mumbai,30,2819.88,94.0,250.0,0.12
D1592,Driver_1592,Chennai,45,5726.1,127.25,279.0,0.16
D3258,Driver_3258,Mumbai,50,2307.6,46.15,330.0,0.15
D2016,Driver_2016,Chennai,11,870.74,79.16,110.0,0.1
D25,Driver_25,Chennai,36,4029.76,111.94,288.0,0.13
D3729,Driver_3729,Mumbai,12,405.84,33.82,114.0,0.11
D1068,Driver_1068,Mumbai,27,2524.5,93.5,162.0,0.17
D1838,Driver_1838,Chennai,35,4620.4,132.01,224.0,0.16
D3994,Driver_3994,Chennai,28,3644.12,130.15,168.0,0.17
D458,Driver_458,Delhi,10,202.2,20.22,80.0,0.13
D3952,Driver_3952,Hyderabad,21,1372.38,65.35,119.0,0.18
D4198,Driver_4198,Bangalore,9,1350.87,150.1,,
D553,Driver_553,Bangalore,18,2765.56,153.64,135.0,0.13
D201,Driver_201,Delhi,33,1678.5,50.86,231.0,0.14
D1890,Driver_1890,Delhi,11,397.0,36.09,44.0,0.25
D1477,Driver_1477,Mumbai,16,129.6,8.1,104.0,0.15
D4938,Driver_4938,Chennai,10,1501.28,150.13,40.0,0.25
D934,Driver_934,Delhi,54,2399.7,44.44,396.0,0.14
D2070,Driver_2070,Bangalore,8,697.53,87.19,72.0,0.11
D1737,Driver_1737,Hyderabad,42,2550.46,60.73,315.0,0.13
D2269,Driver_2269,Bangalore,44,6635.56,150.81,297.0,0.15
D1056,Driver_1056,Delhi,15,846.69,56.45,,
D1751,Driver_1751,Bangalore,26,3012.66,115.87,234.0,0.11
D4483,Driver_4483,Chennai,30,3056.7,101.89,230.0,0.13
D549,Driver_549,Bangalore,11,1327.45,120.68,110.0,0.1
D3884,Driver_3884,Chennai,33,4657.38,141.13,198.0,0.17
D4019,Driver_4019,Mumbai,99,6109.56,61.71,737.0,0.13
D343,Driver_343,Delhi,22,1174.6,53.39,198.0,0.11
